"Date","Snow Surface Temperature (deg. F)","Mean Snow Pack Temperature (deg. F)","6-ft Air Temperature Forcing (deg. F)","Observed Air Temperature (deg. F)","Observed Dew Point Temperature (deg. F)","Date w/o Time","Hour","Forecasted from 0 UTC"
"2023-09-28 10:00:00",,,42.35,42.69,25.29,"2023-09-28","10","n"
"2023-09-28 11:00:00",,,41.09,42.12,25.43,"2023-09-28","11","n"
"2023-09-28 12:00:00",,,40.01,40.84,25.16,"2023-09-28","12","n"
"2023-09-28 13:00:00",,,38.75,38.44,24.48,"2023-09-28","13","n"
"2023-09-28 14:00:00",,,37.67,37.08,24.08,"2023-09-28","14","n"
"2023-09-28 15:00:00",,,45.23,,23.95,"2023-09-28","15","n"
"2023-09-28 16:00:00",,,50.45,49.24,27.66,"2023-09-28","16","n"
"2023-09-28 17:00:00",,,56.03,55.36,29.95,"2023-09-28","17","n"
"2023-09-28 18:00:00",,,62.33,,36.41,"2023-09-28","18","n"
"2023-09-28 19:00:00",,,66.47,,34.02,"2023-09-28","19","n"
"2023-09-28 20:00:00",,,70.43,,30.72,"2023-09-28","20","n"
"2023-09-28 21:00:00",,,70.25,68.25,26.10,"2023-09-28","21","n"
"2023-09-28 22:00:00",,,74.03,73.65,27.86,"2023-09-28","22","n"
"2023-09-28 23:00:00",,,74.93,74.44,26.73,"2023-09-28","23","n"
"2023-09-29 00:00:00",,,75.65,75.47,22.98,"2023-09-29","00","n"
"2023-09-29 01:00:00",,,71.69,72.46,27.68,"2023-09-29","01","n"
"2023-09-29 02:00:00",,,66.65,67.89,27.61,"2023-09-29","02","n"
"2023-09-29 03:00:00",,,60.89,61.61,27.19,"2023-09-29","03","n"
"2023-09-29 04:00:00",,,56.75,57.65,26.78,"2023-09-29","04","n"
"2023-09-29 05:00:00",,,52.97,54.01,27.43,"2023-09-29","05","n"
"2023-09-29 06:00:00",,,49.55,50.43,27.18,"2023-09-29","06","n"
"2023-09-29 07:00:00",,,46.31,47.03,26.35,"2023-09-29","07","n"
"2023-09-29 08:00:00",,,44.33,45.09,26.83,"2023-09-29","08","n"
"2023-09-29 09:00:00",,,41.99,41.95,26.35,"2023-09-29","09","n"
"2023-09-29 10:00:00",,,39.47,40.33,25.84,"2023-09-29","10","n"
"2023-09-29 11:00:00",,,37.49,38.48,25.30,"2023-09-29","11","n"
"2023-09-29 12:00:00",,,35.69,36.25,24.53,"2023-09-29","12","n"
"2023-09-29 13:00:00",,,34.79,35.64,24.12,"2023-09-29","13","n"
"2023-09-29 14:00:00",,,33.89,33.85,22.95,"2023-09-29","14","n"
"2023-09-29 15:00:00",,,42.17,,,"2023-09-29","15","n"
"2023-09-29 16:00:00",,,47.21,46.31,29.16,"2023-09-29","16","n"
"2023-09-29 17:00:00",,,54.05,53.51,34.41,"2023-09-29","17","n"
"2023-09-29 18:00:00",,,61.79,,37.76,"2023-09-29","18","n"
"2023-09-29 19:00:00",,,67.19,,,"2023-09-29","19","n"
"2023-09-29 20:00:00",,,69.35,,,"2023-09-29","20","n"
"2023-09-29 21:00:00",,,69.17,68.49,25.25,"2023-09-29","21","n"
"2023-09-29 22:00:00",,,69.71,69.22,28.51,"2023-09-29","22","n"
"2023-09-29 23:00:00",,,67.55,67.28,34.39,"2023-09-29","23","n"
"2023-09-30 00:00:00",,,66.11,66.40,34.90,"2023-09-30","00","n"
"2023-09-30 01:00:00",,,62.87,63.32,34.12,"2023-09-30","01","n"
"2023-09-30 02:00:00",,,59.99,59.77,38.44,"2023-09-30","02","n"
"2023-09-30 03:00:00",,,57.83,56.97,40.62,"2023-09-30","03","n"
"2023-09-30 04:00:00",,,56.57,56.08,39.61,"2023-09-30","04","n"
"2023-09-30 05:00:00",,,56.21,55.53,39.06,"2023-09-30","05","n"
"2023-09-30 06:00:00",,,55.85,55.31,38.05,"2023-09-30","06","n"
"2023-09-30 07:00:00",,,54.59,54.07,38.32,"2023-09-30","07","n"
"2023-09-30 08:00:00",,,53.51,53.31,38.23,"2023-09-30","08","n"
"2023-09-30 09:00:00",,,51.89,52.09,36.28,"2023-09-30","09","n"
"2023-09-30 10:00:00",,,49.37,49.75,35.08,"2023-09-30","10","n"
"2023-09-30 11:00:00",,,46.13,46.00,34.02,"2023-09-30","11","n"
"2023-09-30 12:00:00",,,45.59,45.66,32.14,"2023-09-30","12","n"
"2023-09-30 13:00:00",,,43.43,42.08,37.72,"2023-09-30","13","n"
"2023-09-30 14:00:00",,,42.89,40.39,,"2023-09-30","14","n"
"2023-09-30 15:00:00",,,42.53,39.94,,"2023-09-30","15","n"
"2023-09-30 16:00:00",,,47.93,46.98,,"2023-09-30","16","n"
"2023-09-30 17:00:00",,,50.09,49.64,,"2023-09-30","17","n"
"2023-09-30 18:00:00",,,50.81,50.20,28.51,"2023-09-30","18","n"
"2023-09-30 19:00:00",,,51.89,50.76,29.30,"2023-09-30","19","n"
"2023-09-30 20:00:00",,,53.33,52.12,27.57,"2023-09-30","20","n"
"2023-09-30 21:00:00",,,54.41,53.04,24.39,"2023-09-30","21","n"
"2023-09-30 22:00:00",,,52.97,53.02,24.40,"2023-09-30","22","n"
"2023-09-30 23:00:00",,,50.63,49.59,29.14,"2023-09-30","23","n"
"2023-10-01 00:00:00",,,49.73,50.16,28.04,"2023-10-01","00","n"
"2023-10-01 01:00:00",,,48.29,49.60,30.04,"2023-10-01","01","n"
"2023-10-01 02:00:00",,,44.87,45.07,33.15,"2023-10-01","02","n"
"2023-10-01 03:00:00",,,42.17,41.86,33.24,"2023-10-01","03","n"
"2023-10-01 04:00:00",,,40.55,39.76,,"2023-10-01","04","n"
"2023-10-01 05:00:00",,,40.55,39.67,,"2023-10-01","05","n"
"2023-10-01 06:00:00",,,40.73,40.03,,"2023-10-01","06","n"
"2023-10-01 07:00:00",,,40.01,39.56,,"2023-10-01","07","n"
"2023-10-01 08:00:00",,,38.93,38.08,,"2023-10-01","08","n"
"2023-10-01 09:00:00",,,39.65,38.35,,"2023-10-01","09","n"
"2023-10-01 10:00:00",,,39.47,38.25,,"2023-10-01","10","n"
"2023-10-01 11:00:00",,,40.37,,,"2023-10-01","11","n"
"2023-10-01 12:00:00",,,39.11,,,"2023-10-01","12","n"
"2023-10-01 13:00:00",,,38.39,,,"2023-10-01","13","n"
"2023-10-01 14:00:00",,,35.33,,,"2023-10-01","14","n"
"2023-10-01 15:00:00",,,35.69,,,"2023-10-01","15","n"
"2023-10-01 16:00:00",,,41.81,38.01,,"2023-10-01","16","n"
"2023-10-01 17:00:00",,,42.35,,,"2023-10-01","17","n"
"2023-10-01 18:00:00",,,45.59,,,"2023-10-01","18","n"
"2023-10-01 19:00:00",,,47.21,,,"2023-10-01","19","n"
"2023-10-01 20:00:00",,,49.37,,,"2023-10-01","20","n"
"2023-10-01 21:00:00",,,49.73,,,"2023-10-01","21","n"
"2023-10-01 22:00:00",,,51.17,,,"2023-10-01","22","n"
"2023-10-01 23:00:00",,,49.01,,,"2023-10-01","23","n"
"2023-10-02 00:00:00",,,46.31,,,"2023-10-02","00","n"
"2023-10-02 01:00:00",,,45.59,42.62,,"2023-10-02","01","n"
"2023-10-02 02:00:00",,,44.51,,,"2023-10-02","02","n"
"2023-10-02 03:00:00",,,43.97,40.66,,"2023-10-02","03","n"
"2023-10-02 04:00:00",,,43.25,,,"2023-10-02","04","n"
"2023-10-02 05:00:00",,,43.07,,,"2023-10-02","05","n"
"2023-10-02 06:00:00",,,41.81,,,"2023-10-02","06","n"
"2023-10-02 07:00:00",,,41.45,,,"2023-10-02","07","n"
"2023-10-02 08:00:00",,,40.91,,,"2023-10-02","08","n"
"2023-10-02 09:00:00",,,40.37,,,"2023-10-02","09","n"
"2023-10-02 10:00:00",,,39.83,,,"2023-10-02","10","n"
"2023-10-02 11:00:00",,,40.37,,,"2023-10-02","11","n"
"2023-10-02 12:00:00",,,38.57,,,"2023-10-02","12","n"
"2023-10-02 13:00:00",,,38.21,,,"2023-10-02","13","n"
"2023-10-02 14:00:00",,,38.39,,,"2023-10-02","14","n"
"2023-10-02 15:00:00",,,39.11,39.15,,"2023-10-02","15","n"
"2023-10-02 16:00:00",,,41.63,41.31,,"2023-10-02","16","n"
"2023-10-02 17:00:00",,,43.97,,,"2023-10-02","17","n"
"2023-10-02 18:00:00",,,44.87,43.84,,"2023-10-02","18","n"
"2023-10-02 19:00:00",,,46.85,45.72,,"2023-10-02","19","n"
"2023-10-02 20:00:00",,,48.29,47.05,,"2023-10-02","20","n"
"2023-10-02 21:00:00",,,50.27,48.61,,"2023-10-02","21","n"
"2023-10-02 22:00:00",,,52.61,51.76,39.96,"2023-10-02","22","n"
"2023-10-02 23:00:00",,,52.97,52.36,30.33,"2023-10-02","23","n"
"2023-10-03 00:00:00",,,51.89,51.67,30.85,"2023-10-03","00","n"
"2023-10-03 01:00:00",,,50.27,50.61,30.74,"2023-10-03","01","n"
"2023-10-03 02:00:00",,,47.39,47.91,30.54,"2023-10-03","02","n"
"2023-10-03 03:00:00",,,44.69,45.81,30.36,"2023-10-03","03","n"
"2023-10-03 04:00:00",,,43.07,44.35,33.39,"2023-10-03","04","n"
"2023-10-03 05:00:00",,,41.99,43.11,41.09,"2023-10-03","05","n"
"2023-10-03 06:00:00",,,39.47,40.50,29.21,"2023-10-03","06","n"
"2023-10-03 07:00:00",,,37.31,37.53,,"2023-10-03","07","n"
"2023-10-03 08:00:00",,,36.59,,,"2023-10-03","08","n"
"2023-10-03 09:00:00",,,35.87,,,"2023-10-03","09","n"
"2023-10-03 10:00:00",,,34.07,,,"2023-10-03","10","n"
"2023-10-03 11:00:00",,,33.89,,,"2023-10-03","11","n"
"2023-10-03 12:00:00",,,34.07,,,"2023-10-03","12","n"
"2023-10-03 13:00:00",,,33.53,,,"2023-10-03","13","n"
"2023-10-03 14:00:00",,,34.61,,,"2023-10-03","14","n"
"2023-10-03 15:00:00",,,39.65,,,"2023-10-03","15","n"
"2023-10-03 16:00:00",,,44.69,,,"2023-10-03","16","n"
"2023-10-03 17:00:00",,,47.75,,,"2023-10-03","17","n"
"2023-10-03 18:00:00",,,49.01,47.46,-61.76,"2023-10-03","18","n"
"2023-10-03 19:00:00",,,55.31,,,"2023-10-03","19","n"
"2023-10-03 20:00:00",,,58.37,,,"2023-10-03","20","n"
"2023-10-03 21:00:00",,,60.17,58.73,36.19,"2023-10-03","21","n"
"2023-10-03 22:00:00",,,61.79,60.64,32.43,"2023-10-03","22","n"
"2023-10-03 23:00:00",,,60.71,59.86,35.06,"2023-10-03","23","n"
"2023-10-04 00:00:00",,,61.07,,,"2023-10-04","00","n"
"2023-10-04 01:00:00",,,57.11,57.07,36.18,"2023-10-04","01","n"
"2023-10-04 02:00:00",,,54.59,54.75,35.69,"2023-10-04","02","n"
"2023-10-04 03:00:00",,,52.25,52.38,34.84,"2023-10-04","03","n"
"2023-10-04 04:00:00",,,49.91,49.33,33.17,"2023-10-04","04","n"
"2023-10-04 05:00:00",,,46.85,45.97,37.81,"2023-10-04","05","n"
"2023-10-04 06:00:00",,,45.41,44.65,,"2023-10-04","06","n"
"2023-10-04 07:00:00",,,43.79,42.55,,"2023-10-04","07","n"
"2023-10-04 08:00:00",,,42.35,41.68,,"2023-10-04","08","n"
"2023-10-04 09:00:00",,,39.83,38.62,,"2023-10-04","09","n"
"2023-10-04 10:00:00",,,37.85,36.99,,"2023-10-04","10","n"
"2023-10-04 11:00:00",,,36.95,36.30,,"2023-10-04","11","n"
"2023-10-04 12:00:00",,,35.87,35.60,,"2023-10-04","12","n"
"2023-10-04 13:00:00",,,34.97,34.88,,"2023-10-04","13","n"
"2023-10-04 14:00:00",,,33.89,33.82,,"2023-10-04","14","n"
"2023-10-04 15:00:00",,,36.95,35.40,,"2023-10-04","15","n"
"2023-10-04 16:00:00",,,47.57,,,"2023-10-04","16","n"
"2023-10-04 17:00:00",,,49.55,47.68,-62.00,"2023-10-04","17","n"
"2023-10-04 18:00:00",,,51.71,49.68,-60.16,"2023-10-04","18","n"
"2023-10-04 19:00:00",,,54.95,53.73,22.26,"2023-10-04","19","n"
"2023-10-04 20:00:00",,,57.11,56.03,40.69,"2023-10-04","20","n"
"2023-10-04 21:00:00",,,59.27,57.67,32.14,"2023-10-04","21","n"
"2023-10-04 22:00:00",,,60.89,59.29,35.11,"2023-10-04","22","n"
"2023-10-04 23:00:00",,,62.15,60.89,36.37,"2023-10-04","23","n"
"2023-10-05 00:00:00",,,63.23,62.53,36.19,"2023-10-05","00","n"
"2023-10-05 01:00:00",,,62.15,62.56,38.32,"2023-10-05","01","n"
"2023-10-05 02:00:00",,,58.37,59.67,37.17,"2023-10-05","02","n"
"2023-10-05 03:00:00",,,53.51,54.16,36.09,"2023-10-05","03","n"
"2023-10-05 04:00:00",,,50.63,51.40,34.83,"2023-10-05","04","n"
"2023-10-05 05:00:00",,,47.57,47.55,32.67,"2023-10-05","05","n"
"2023-10-05 06:00:00",,,45.59,46.08,31.28,"2023-10-05","06","n"
"2023-10-05 07:00:00",,,43.43,43.93,34.20,"2023-10-05","07","n"
"2023-10-05 08:00:00",,,40.91,40.95,40.30,"2023-10-05","08","n"
"2023-10-05 09:00:00",,,39.65,39.22,-50.01,"2023-10-05","09","n"
"2023-10-05 10:00:00",,,36.95,36.41,,"2023-10-05","10","n"
"2023-10-05 11:00:00",,,35.69,36.55,,"2023-10-05","11","n"
"2023-10-05 12:00:00",,,35.51,35.02,,"2023-10-05","12","n"
"2023-10-05 13:00:00",,,34.79,34.43,,"2023-10-05","13","n"
"2023-10-05 14:00:00",,,33.89,32.79,,"2023-10-05","14","n"
"2023-10-05 15:00:00",,,36.41,33.57,,"2023-10-05","15","n"
"2023-10-05 16:00:00",,,44.51,42.46,-66.44,"2023-10-05","16","n"
"2023-10-05 17:00:00",,,50.27,48.74,-61.40,"2023-10-05","17","n"
"2023-10-05 18:00:00",,,52.97,50.86,-59.15,"2023-10-05","18","n"
"2023-10-05 19:00:00",,,56.21,53.92,-56.74,"2023-10-05","19","n"
"2023-10-05 20:00:00",,,59.45,57.27,48.60,"2023-10-05","20","n"
"2023-10-05 21:00:00",,,63.05,61.29,39.18,"2023-10-05","21","n"
"2023-10-05 22:00:00",,,65.21,63.55,35.89,"2023-10-05","22","n"
"2023-10-05 23:00:00",,,66.65,65.21,37.71,"2023-10-05","23","n"
"2023-10-06 00:00:00",,,67.73,66.94,38.48,"2023-10-06","00","n"
"2023-10-06 01:00:00",,,66.65,67.59,35.71,"2023-10-06","01","n"
"2023-10-06 02:00:00",,,61.43,63.19,37.98,"2023-10-06","02","n"
"2023-10-06 03:00:00",,,56.57,57.76,38.48,"2023-10-06","03","n"
"2023-10-06 04:00:00",,,53.15,53.89,37.22,"2023-10-06","04","n"
"2023-10-06 05:00:00",,,50.45,51.21,35.42,"2023-10-06","05","n"
"2023-10-06 06:00:00",,,47.57,48.24,33.12,"2023-10-06","06","n"
"2023-10-06 07:00:00",,,45.41,45.95,31.96,"2023-10-06","07","n"
"2023-10-06 08:00:00",,,42.89,42.87,39.22,"2023-10-06","08","n"
"2023-10-06 09:00:00",,,41.63,41.61,25.66,"2023-10-06","09","n"
"2023-10-06 10:00:00",,,38.57,39.70,,"2023-10-06","10","n"
"2023-10-06 11:00:00",,,36.77,38.98,,"2023-10-06","11","n"
"2023-10-06 12:00:00",,,35.51,36.68,,"2023-10-06","12","n"
"2023-10-06 13:00:00",,,35.33,35.91,,"2023-10-06","13","n"
"2023-10-06 14:00:00",,,35.15,35.08,,"2023-10-06","14","n"
"2023-10-06 15:00:00",,,38.39,35.78,,"2023-10-06","15","n"
"2023-10-06 16:00:00",,,45.95,44.65,-65.20,"2023-10-06","16","n"
"2023-10-06 17:00:00",,,52.79,52.74,-58.43,"2023-10-06","17","n"
"2023-10-06 18:00:00",,,55.31,53.19,-57.82,"2023-10-06","18","n"
"2023-10-06 19:00:00",,,58.73,55.53,15.42,"2023-10-06","19","n"
"2023-10-06 20:00:00",,,62.51,59.54,51.67,"2023-10-06","20","n"
"2023-10-06 21:00:00",,,66.11,63.68,37.99,"2023-10-06","21","n"
"2023-10-06 22:00:00",,,68.99,66.70,39.47,"2023-10-06","22","n"
"2023-10-06 23:00:00",,,70.97,69.24,38.34,"2023-10-06","23","n"
"2023-10-07 00:00:00",,,72.23,71.71,36.55,"2023-10-07","00","n"
"2023-10-07 01:00:00",,,70.25,71.89,31.26,"2023-10-07","01","n"
"2023-10-07 02:00:00",,,64.49,67.17,29.84,"2023-10-07","02","n"
"2023-10-07 03:00:00",,,58.37,60.01,35.60,"2023-10-07","03","n"
"2023-10-07 04:00:00",,,55.67,58.10,34.12,"2023-10-07","04","n"
"2023-10-07 05:00:00",,,53.33,55.85,33.06,"2023-10-07","05","n"
"2023-10-07 06:00:00",,,51.53,54.16,38.39,"2023-10-07","06","n"
"2023-10-07 07:00:00",,,47.75,48.87,33.12,"2023-10-07","07","n"
"2023-10-07 08:00:00",,,44.33,45.05,29.75,"2023-10-07","08","n"
"2023-10-07 09:00:00",,,42.71,43.20,28.00,"2023-10-07","09","n"
"2023-10-07 10:00:00",,,39.65,41.74,26.56,"2023-10-07","10","n"
"2023-10-07 11:00:00",,,37.67,39.97,25.92,"2023-10-07","11","n"
"2023-10-07 12:00:00",,,37.49,39.52,27.07,"2023-10-07","12","n"
"2023-10-07 13:00:00",,,36.41,37.89,30.99,"2023-10-07","13","n"
"2023-10-07 14:00:00",,,36.95,36.43,36.25,"2023-10-07","14","n"
"2023-10-07 15:00:00",,,39.65,36.93,20.64,"2023-10-07","15","n"
"2023-10-07 16:00:00",,,46.31,45.66,35.40,"2023-10-07","16","n"
"2023-10-07 17:00:00",,,51.71,51.78,39.83,"2023-10-07","17","n"
"2023-10-07 18:00:00",,,55.31,54.52,33.58,"2023-10-07","18","n"
"2023-10-07 19:00:00",,,59.81,57.70,35.53,"2023-10-07","19","n"
"2023-10-07 20:00:00",,,64.31,61.92,38.08,"2023-10-07","20","n"
"2023-10-07 21:00:00",,,68.27,66.27,38.41,"2023-10-07","21","n"
"2023-10-07 22:00:00",,,73.13,72.88,27.77,"2023-10-07","22","n"
"2023-10-07 23:00:00",,,75.29,75.54,17.85,"2023-10-07","23","n"
"2023-10-08 00:00:00",,,74.57,75.42,23.67,"2023-10-08","00","n"
"2023-10-08 01:00:00",,,70.97,72.70,30.27,"2023-10-08","01","n"
"2023-10-08 02:00:00",,,65.93,67.80,31.48,"2023-10-08","02","n"
"2023-10-08 03:00:00",,,60.71,63.16,26.40,"2023-10-08","03","n"
"2023-10-08 04:00:00",,,56.57,58.39,27.14,"2023-10-08","04","n"
"2023-10-08 05:00:00",,,54.41,56.28,26.62,"2023-10-08","05","n"
"2023-10-08 06:00:00",,,50.81,52.29,27.41,"2023-10-08","06","n"
"2023-10-08 07:00:00",,,47.57,48.29,27.41,"2023-10-08","07","n"
"2023-10-08 08:00:00",,,45.95,47.23,27.90,"2023-10-08","08","n"
"2023-10-08 09:00:00",,,43.97,45.39,27.70,"2023-10-08","09","n"
"2023-10-08 10:00:00",,,39.83,42.03,26.92,"2023-10-08","10","n"
"2023-10-08 11:00:00",,,38.39,40.75,26.33,"2023-10-08","11","n"
"2023-10-08 12:00:00",,,37.31,39.15,25.56,"2023-10-08","12","n"
"2023-10-08 13:00:00",,,36.59,37.87,24.57,"2023-10-08","13","n"
"2023-10-08 14:00:00",,,35.15,36.90,23.72,"2023-10-08","14","n"
"2023-10-08 15:00:00",,,38.57,37.71,23.45,"2023-10-08","15","n"
"2023-10-08 16:00:00",,,47.57,46.98,27.95,"2023-10-08","16","n"
"2023-10-08 17:00:00",,,53.51,52.48,33.67,"2023-10-08","17","n"
"2023-10-08 18:00:00",,,57.47,54.79,35.60,"2023-10-08","18","n"
"2023-10-08 19:00:00",,,62.15,58.14,37.22,"2023-10-08","19","n"
"2023-10-08 20:00:00",,,67.01,62.91,37.45,"2023-10-08","20","n"
"2023-10-08 21:00:00",,,70.07,66.65,36.36,"2023-10-08","21","n"
"2023-10-08 22:00:00",,,71.15,67.80,39.94,"2023-10-08","22","n"
"2023-10-08 23:00:00",,,71.87,68.74,37.67,"2023-10-08","23","n"
"2023-10-09 00:00:00",,,70.97,69.66,32.67,"2023-10-09","00","n"
"2023-10-09 01:00:00",,,69.53,70.50,35.58,"2023-10-09","01","n"
"2023-10-09 02:00:00",,,66.47,68.74,27.77,"2023-10-09","02","n"
"2023-10-09 03:00:00",,,62.15,64.33,25.97,"2023-10-09","03","n"
"2023-10-09 04:00:00",,,58.37,60.30,35.69,"2023-10-09","04","n"
"2023-10-09 05:00:00",,,56.21,58.05,33.33,"2023-10-09","05","n"
"2023-10-09 06:00:00",,,50.99,52.05,27.99,"2023-10-09","06","n"
"2023-10-09 07:00:00",,,49.91,50.32,28.81,"2023-10-09","07","n"
"2023-10-09 08:00:00",,,47.57,47.32,28.15,"2023-10-09","08","n"
"2023-10-09 09:00:00",,,45.95,44.71,27.34,"2023-10-09","09","n"
"2023-10-09 10:00:00",,,45.77,45.32,27.90,"2023-10-09","10","n"
"2023-10-09 11:00:00",,,44.51,43.63,27.90,"2023-10-09","11","n"
"2023-10-09 12:00:00",,,43.61,43.02,27.70,"2023-10-09","12","n"
"2023-10-09 13:00:00",,,41.63,41.13,27.63,"2023-10-09","13","n"
"2023-10-09 14:00:00",,,42.71,43.23,28.78,"2023-10-09","14","n"
"2023-10-09 15:00:00",,,43.79,41.97,27.55,"2023-10-09","15","n"
"2023-10-09 16:00:00",,,50.81,50.13,31.57,"2023-10-09","16","n"
"2023-10-09 17:00:00",,,57.83,59.13,34.23,"2023-10-09","17","n"
"2023-10-09 18:00:00",,,61.79,61.18,36.07,"2023-10-09","18","n"
"2023-10-09 19:00:00",,,64.67,63.99,37.36,"2023-10-09","19","n"
"2023-10-09 20:00:00",,,67.37,65.17,36.09,"2023-10-09","20","n"
"2023-10-09 21:00:00",,,68.45,67.73,32.95,"2023-10-09","21","n"
"2023-10-09 22:00:00",,,68.09,67.32,32.41,"2023-10-09","22","n"
"2023-10-09 23:00:00",,,67.55,67.55,33.04,"2023-10-09","23","n"
"2023-10-10 00:00:00",,,66.11,66.09,33.55,"2023-10-10","00","n"
"2023-10-10 01:00:00",,,63.95,64.26,31.71,"2023-10-10","01","n"
"2023-10-10 02:00:00",,,60.53,61.21,32.20,"2023-10-10","02","n"
"2023-10-10 03:00:00",,,59.09,59.09,32.18,"2023-10-10","03","n"
"2023-10-10 04:00:00",,,59.09,57.99,33.13,"2023-10-10","04","n"
"2023-10-10 05:00:00",,,58.55,57.90,31.87,"2023-10-10","05","n"
"2023-10-10 06:00:00",,,58.55,58.06,30.20,"2023-10-10","06","n"
"2023-10-10 07:00:00",,,52.25,49.50,25.63,"2023-10-10","07","n"
"2023-10-10 08:00:00",,,48.29,44.22,22.98,"2023-10-10","08","n"
"2023-10-10 09:00:00",,,47.03,43.83,22.05,"2023-10-10","09","n"
"2023-10-10 10:00:00",,,43.79,42.39,19.33,"2023-10-10","10","n"
"2023-10-10 11:00:00",,,42.35,42.64,20.26,"2023-10-10","11","n"
"2023-10-10 12:00:00",,,40.55,39.90,20.44,"2023-10-10","12","n"
"2023-10-10 13:00:00",,,38.75,36.19,19.29,"2023-10-10","13","n"
"2023-10-10 14:00:00",,,37.49,34.93,18.52,"2023-10-10","14","n"
"2023-10-10 15:00:00",,,40.37,38.26,18.39,"2023-10-10","15","n"
"2023-10-10 16:00:00",,,49.55,47.98,25.41,"2023-10-10","16","n"
"2023-10-10 17:00:00",,,57.47,56.70,27.54,"2023-10-10","17","n"
"2023-10-10 18:00:00",,,61.07,59.27,28.26,"2023-10-10","18","n"
"2023-10-10 19:00:00",,,63.95,62.31,24.98,"2023-10-10","19","n"
"2023-10-10 20:00:00",,,66.83,65.75,23.52,"2023-10-10","20","n"
"2023-10-10 21:00:00",,,67.19,66.45,26.06,"2023-10-10","21","n"
"2023-10-10 22:00:00",,,67.01,66.18,25.30,"2023-10-10","22","n"
"2023-10-10 23:00:00",,,65.75,64.71,28.17,"2023-10-10","23","n"
"2023-10-11 00:00:00",,,63.59,,,"2023-10-11","00","n"
"2023-10-11 01:00:00",,,60.53,,,"2023-10-11","01","n"
"2023-10-11 02:00:00",,,57.11,57.63,28.92,"2023-10-11","02","n"
"2023-10-11 03:00:00",,,53.87,53.98,29.89,"2023-10-11","03","n"
"2023-10-11 04:00:00",,,52.79,52.84,35.01,"2023-10-11","04","n"
"2023-10-11 05:00:00",,,50.99,50.59,34.20,"2023-10-11","05","n"
"2023-10-11 06:00:00",,,47.39,45.79,30.09,"2023-10-11","06","n"
"2023-10-11 07:00:00",,,43.97,40.96,27.61,"2023-10-11","07","n"
"2023-10-11 08:00:00",,,44.33,42.12,27.01,"2023-10-11","08","n"
"2023-10-11 09:00:00",,,43.25,40.03,25.84,"2023-10-11","09","n"
"2023-10-11 10:00:00",,,44.87,42.44,25.12,"2023-10-11","10","n"
"2023-10-11 11:00:00",,,49.37,49.51,24.39,"2023-10-11","11","n"
"2023-10-11 12:00:00",,,49.37,50.61,20.35,"2023-10-11","12","n"
"2023-10-11 13:00:00",,,46.49,46.20,14.70,"2023-10-11","13","n"
"2023-10-11 14:00:00",,,42.17,41.54,17.60,"2023-10-11","14","n"
"2023-10-11 15:00:00",,,43.07,42.55,15.48,"2023-10-11","15","n"
"2023-10-11 16:00:00",,,48.65,48.22,16.02,"2023-10-11","16","n"
"2023-10-11 17:00:00",,,50.99,51.17,13.12,"2023-10-11","17","n"
"2023-10-11 18:00:00",,,50.09,49.87,23.02,"2023-10-11","18","n"
"2023-10-11 19:00:00",,,50.63,49.50,26.01,"2023-10-11","19","n"
"2023-10-11 20:00:00",,,52.79,52.34,24.55,"2023-10-11","20","n"
"2023-10-11 21:00:00",,,54.59,54.50,23.14,"2023-10-11","21","n"
"2023-10-11 22:00:00",,,54.23,53.80,23.79,"2023-10-11","22","n"
"2023-10-11 23:00:00",,,53.15,52.81,22.48,"2023-10-11","23","n"
"2023-10-12 00:00:00",,,51.17,51.49,21.72,"2023-10-12","00","n"
"2023-10-12 01:00:00",,,48.83,49.57,22.33,"2023-10-12","01","n"
"2023-10-12 02:00:00",,,45.59,46.53,22.66,"2023-10-12","02","n"
"2023-10-12 03:00:00",,,43.79,44.78,22.39,"2023-10-12","03","n"
"2023-10-12 04:00:00",,,41.81,43.20,22.80,"2023-10-12","04","n"
"2023-10-12 05:00:00",,,40.19,41.67,23.00,"2023-10-12","05","n"
"2023-10-12 06:00:00",,,37.85,38.77,22.91,"2023-10-12","06","n"
"2023-10-12 07:00:00",,,34.61,34.39,20.70,"2023-10-12","07","n"
"2023-10-12 08:00:00",,,32.09,31.33,20.01,"2023-10-12","08","n"
"2023-10-12 09:00:00",,,29.57,28.22,18.36,"2023-10-12","09","n"
"2023-10-12 10:00:00",,,28.85,27.48,17.35,"2023-10-12","10","n"
"2023-10-12 11:00:00",,,27.41,26.96,16.61,"2023-10-12","11","n"
"2023-10-12 12:00:00",,,28.13,28.98,17.56,"2023-10-12","12","n"
"2023-10-12 13:00:00",,,26.33,26.04,15.58,"2023-10-12","13","n"
"2023-10-12 14:00:00",,,23.45,22.44,16.66,"2023-10-12","14","n"
"2023-10-12 15:00:00",,,29.57,,23.18,"2023-10-12","15","n"
"2023-10-12 16:00:00",,,35.51,33.94,32.92,"2023-10-12","16","n"
"2023-10-12 17:00:00",,,40.55,39.85,23.32,"2023-10-12","17","n"
"2023-10-12 18:00:00",,,42.89,41.45,23.49,"2023-10-12","18","n"
"2023-10-12 19:00:00",,,46.13,44.60,23.70,"2023-10-12","19","n"
"2023-10-12 20:00:00",,,49.01,47.86,23.32,"2023-10-12","20","n"
"2023-10-12 21:00:00",,,51.17,49.89,22.60,"2023-10-12","21","n"
