#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
24183,08/13/2024 09:43:56,21.19,20.82,-2.10,,
24184,08/13/2024 09:48:56,21.58,18.53,-3.34,,
24185,08/13/2024 09:53:56,21.92,17.97,-3.48,,
24186,08/13/2024 09:58:56,22.38,18.02,-3.07,,
24187,08/13/2024 10:03:56,22.60,17.10,-3.59,,
24188,08/13/2024 10:08:56,22.19,17.02,-3.99,,
24189,08/13/2024 10:13:56,22.30,16.45,-4.35,,
24190,08/13/2024 10:18:56,22.63,14.37,-5.86,,
24191,08/13/2024 10:23:56,22.80,15.65,-4.61,,
24192,08/13/2024 10:28:56,22.94,15.22,-4.86,,
24193,08/13/2024 10:33:56,22.93,14.65,-5.37,,
24194,08/13/2024 10:38:56,23.07,14.66,-5.26,,
24195,08/13/2024 10:43:56,23.18,13.89,-5.88,,
24196,08/13/2024 10:48:56,23.18,13.57,-6.17,,
24197,08/13/2024 10:53:56,23.62,12.78,-6.61,,
24198,08/13/2024 10:58:56,23.83,12.78,-6.46,,
24199,08/13/2024 11:03:56,24.08,12.43,-6.62,,
24200,08/13/2024 11:08:56,24.34,13.22,-5.60,,
24201,08/13/2024 11:13:56,24.41,12.57,-6.21,,
24202,08/13/2024 11:18:56,24.32,12.31,-6.56,,
24203,08/13/2024 11:23:56,24.54,12.29,-6.40,,
24204,08/13/2024 11:28:56,24.62,12.69,-5.93,,
24205,08/13/2024 11:33:56,24.51,12.45,-6.27,,
24206,08/13/2024 11:38:56,24.84,12.01,-6.47,,
24207,08/13/2024 11:43:56,24.87,12.24,-6.20,,
24208,08/13/2024 11:48:56,24.97,12.19,-6.18,,
24209,08/13/2024 11:53:56,25.00,12.32,-6.02,,
24210,08/13/2024 11:58:56,25.31,12.26,-5.84,,
24211,08/13/2024 12:03:56,25.30,12.14,-5.97,,
24212,08/13/2024 12:08:56,25.10,12.22,-6.04,,
24213,08/13/2024 12:13:56,24.70,12.51,-6.05,,
24214,08/13/2024 12:18:56,24.93,12.16,-6.24,,
24215,08/13/2024 12:23:56,25.16,11.66,-6.61,,
24216,08/13/2024 12:28:56,25.19,11.70,-6.54,,
24217,08/13/2024 12:33:56,24.94,12.19,-6.21,,
24218,08/13/2024 12:38:56,24.98,12.04,-6.32,,
24219,08/13/2024 12:43:56,25.66,11.56,-6.33,,
24220,08/13/2024 12:48:56,26.21,11.17,-6.36,,
24221,08/13/2024 12:53:56,26.39,11.35,-6.01,,
24222,08/13/2024 12:58:56,26.32,11.08,-6.37,,
24223,08/13/2024 13:03:56,26.25,11.11,-6.40,,
24224,08/13/2024 13:08:56,26.16,10.89,-6.73,,
24225,08/13/2024 13:13:56,26.09,11.45,-6.12,,
24226,08/13/2024 13:18:56,26.72,11.10,-6.05,,
24227,08/13/2024 13:23:56,27.11,10.92,-5.96,,
24228,08/13/2024 13:28:56,27.11,10.73,-6.19,,
24229,08/13/2024 13:33:56,27.22,10.79,-6.03,,
24230,08/13/2024 13:38:56,27.52,10.73,-5.88,,
24231,08/13/2024 13:43:56,27.36,10.61,-6.14,,
24232,08/13/2024 13:48:56,26.91,11.06,-5.95,,
24233,08/13/2024 13:53:56,27.30,11.07,-5.64,,
24234,08/13/2024 13:58:56,27.59,10.89,-5.63,,
24235,08/13/2024 14:03:56,27.82,10.71,-5.68,,
24236,08/13/2024 14:08:56,27.49,10.98,-5.60,,
24237,08/13/2024 14:13:56,27.53,11.13,-5.39,,
24238,08/13/2024 14:18:56,27.61,10.89,-5.61,,
24239,08/13/2024 14:23:56,27.57,11.08,-5.42,,
24240,08/13/2024 14:28:56,27.69,11.22,-5.16,,
24241,08/13/2024 14:33:56,27.84,11.31,-4.94,,
24242,08/13/2024 14:38:56,27.84,11.15,-5.13,,
24243,08/13/2024 14:43:56,28.05,11.20,-4.91,,
24244,08/13/2024 14:48:56,28.14,11.42,-4.58,,
24245,08/13/2024 14:53:56,28.18,11.68,-4.25,,
24246,08/13/2024 14:58:56,28.08,11.70,-4.31,,
24247,08/13/2024 15:03:56,28.33,12.14,-3.62,,
24248,08/13/2024 15:08:56,28.33,11.44,-4.41,,
24249,08/13/2024 15:13:56,28.28,11.50,-4.39,,
24250,08/13/2024 15:18:56,28.22,11.30,-4.66,,
24251,08/13/2024 15:23:56,28.12,11.46,-4.55,,
24252,08/13/2024 15:28:56,28.22,11.99,-3.88,,
24253,08/13/2024 15:33:56,28.37,12.01,-3.73,,
24254,08/13/2024 15:38:56,28.58,11.72,-3.89,,
24255,08/13/2024 15:43:56,28.43,12.39,-3.27,,
24256,08/13/2024 15:48:56,28.53,12.41,-3.18,,
24257,08/13/2024 15:53:56,28.53,12.19,-3.41,,
24258,08/13/2024 15:58:56,28.64,12.77,-2.71,,
24259,08/13/2024 16:03:56,28.57,13.21,-2.30,,
24260,08/13/2024 16:08:56,28.45,13.13,-2.47,,
24261,08/13/2024 16:13:56,28.43,13.39,-2.23,,
24262,08/13/2024 16:18:56,28.50,13.68,-1.88,,
24263,08/13/2024 16:23:56,28.41,13.33,-2.30,,
24264,08/13/2024 16:28:56,28.22,13.13,-2.66,,
24265,08/13/2024 16:33:56,28.01,13.61,-2.34,,
24266,08/13/2024 16:38:56,28.08,13.91,-1.98,,
24267,08/13/2024 16:43:56,28.26,13.76,-1.99,,
24268,08/13/2024 16:48:56,28.30,14.03,-1.70,,
24269,08/13/2024 16:53:56,27.99,13.85,-2.12,,
24270,08/13/2024 16:58:56,27.90,13.89,-2.15,,
24271,08/13/2024 17:03:56,27.94,14.26,-1.75,,
24272,08/13/2024 17:08:56,27.83,13.74,-2.35,,
24273,08/13/2024 17:13:56,27.80,14.13,-2.00,,
24274,08/13/2024 17:18:56,27.82,14.39,-1.74,,
24275,08/13/2024 17:23:56,27.91,14.38,-1.67,,
24276,08/13/2024 17:28:56,27.82,14.47,-1.66,,
24277,08/13/2024 17:33:56,27.51,14.63,-1.76,,
24278,08/13/2024 17:38:56,27.40,15.00,-1.50,,
24279,08/13/2024 17:43:56,27.41,14.81,-1.66,,
24280,08/13/2024 17:48:56,26.98,15.23,-1.63,,
24281,08/13/2024 17:53:56,26.94,15.33,-1.58,,
24282,08/13/2024 17:58:56,26.94,15.21,-1.68,,
24283,08/13/2024 18:03:56,26.62,15.68,-1.51,,
24284,08/13/2024 18:08:56,26.40,15.80,-1.59,,
24285,08/13/2024 18:13:56,26.01,16.04,-1.70,,
24286,08/13/2024 18:18:56,25.78,16.23,-1.72,,
24287,08/13/2024 18:23:56,25.75,16.33,-1.67,,
24288,08/13/2024 18:28:56,25.78,16.43,-1.56,,
24289,08/13/2024 18:33:56,25.42,16.54,-1.76,,
24290,08/13/2024 18:38:56,25.42,16.57,-1.73,,
24291,08/13/2024 18:43:56,25.33,18.07,-0.63,,
24292,08/13/2024 18:48:56,25.30,16.78,-1.67,,
24293,08/13/2024 18:53:56,25.16,17.08,-1.53,,
24294,08/13/2024 18:58:56,25.05,17.48,-1.31,,
24295,08/13/2024 19:03:56,24.88,19.37,-0.04,,
24296,08/13/2024 19:08:56,24.70,18.63,-0.72,,
24297,08/13/2024 19:13:56,24.43,18.87,-0.77,,
24298,08/13/2024 19:18:56,24.16,19.25,-0.71,,
24299,08/13/2024 19:23:56,23.82,19.02,-1.16,,
24300,08/13/2024 19:28:56,23.44,19.89,-0.85,,
24301,08/13/2024 19:33:56,23.08,19.96,-1.11,,
24302,08/13/2024 19:38:56,22.75,20.27,-1.17,,
24303,08/13/2024 19:43:56,22.41,20.29,-1.43,,
24304,08/13/2024 19:48:56,22.06,20.41,-1.65,,
24305,08/13/2024 19:53:56,21.73,20.54,-1.84,,
24306,08/13/2024 19:58:56,21.40,20.96,-1.84,,
24307,08/13/2024 20:03:56,21.05,21.34,-1.88,,
24308,08/13/2024 20:08:56,20.70,21.86,-1.85,,
24309,08/13/2024 20:13:56,20.50,22.02,-1.91,,
24310,08/13/2024 20:18:56,20.20,22.31,-2.00,,
24311,08/13/2024 20:23:56,19.80,22.82,-2.02,,
24312,08/13/2024 20:28:56,19.51,23.10,-2.10,,
24313,08/13/2024 20:33:56,19.13,23.49,-2.19,,
24314,08/13/2024 20:38:56,18.56,23.98,-2.39,,
24315,08/13/2024 20:43:56,18.22,25.01,-2.11,,
24316,08/13/2024 20:48:56,17.92,26.92,-1.37,,
24317,08/13/2024 20:53:56,17.67,27.98,-1.06,,
24318,08/13/2024 20:58:56,17.39,28.87,-0.87,,
24319,08/13/2024 21:03:56,17.12,29.59,-0.77,,
24320,08/13/2024 21:08:56,16.90,31.69,-0.02,,
24321,08/13/2024 21:13:56,16.91,32.35,0.27,,
24322,08/13/2024 21:18:56,17.26,32.20,0.52,,
24323,08/13/2024 21:23:56,17.64,31.48,0.53,,
24324,08/13/2024 21:28:56,17.62,31.14,0.36,,
24325,08/13/2024 21:33:56,17.44,30.97,0.14,,
24326,08/13/2024 21:38:56,16.93,28.88,-1.26,,
24327,08/13/2024 21:43:56,15.66,30.09,-1.81,,
24328,08/13/2024 21:48:56,14.67,31.10,-2.22,,
24329,08/13/2024 21:53:56,13.78,31.92,-2.65,,
24330,08/13/2024 21:58:56,12.99,32.89,-2.94,,
24331,08/13/2024 22:03:56,12.33,33.53,-3.26,,
24332,08/13/2024 22:08:56,11.92,34.23,-3.34,,
24333,08/13/2024 22:13:56,11.59,34.41,-3.57,,
24334,08/13/2024 22:18:56,11.37,35.00,-3.53,,
24335,08/13/2024 22:23:56,11.34,34.88,-3.60,,
24336,08/13/2024 22:28:56,11.24,35.10,-3.61,,
24337,08/13/2024 22:33:56,11.10,35.02,-3.77,,
24338,08/13/2024 22:38:56,10.90,35.11,-3.90,,
24339,08/13/2024 22:43:56,10.64,35.66,-3.93,,
24340,08/13/2024 22:48:56,10.26,36.01,-4.14,,
24341,08/13/2024 22:53:56,9.90,36.93,-4.12,,
24342,08/13/2024 22:58:56,9.63,37.47,-4.17,,
24343,08/13/2024 23:03:56,9.33,38.07,-4.22,,
24344,08/13/2024 23:08:56,9.03,38.99,-4.18,,
24345,08/13/2024 23:13:56,8.94,39.73,-4.01,,
24346,08/13/2024 23:18:56,8.96,39.95,-3.92,,
24347,08/13/2024 23:23:56,9.01,40.02,-3.85,,
24348,08/13/2024 23:28:56,9.08,40.07,-3.78,,
24349,08/13/2024 23:33:56,9.33,39.24,-3.82,,
24350,08/13/2024 23:38:56,9.81,38.44,-3.67,,
24351,08/13/2024 23:43:56,10.09,37.35,-3.80,,
24352,08/13/2024 23:48:56,10.15,37.07,-3.85,,
24353,08/13/2024 23:53:56,10.10,36.92,-3.95,,
24354,08/13/2024 23:58:56,10.05,37.09,-3.93,,
24355,08/14/2024 00:03:56,10.14,36.81,-3.95,,
24356,08/14/2024 00:08:56,10.15,36.96,-3.89,,
24357,08/14/2024 00:13:56,10.40,36.24,-3.93,,
24358,08/14/2024 00:18:56,10.51,36.51,-3.73,,
24359,08/14/2024 00:23:56,10.86,35.81,-3.68,,
24360,08/14/2024 00:28:56,10.97,35.45,-3.71,,
24361,08/14/2024 00:33:56,10.97,35.24,-3.79,,
24362,08/14/2024 00:38:56,10.72,35.74,-3.83,,
24363,08/14/2024 00:43:56,10.47,35.59,-4.11,,
24364,08/14/2024 00:48:56,10.01,36.16,-4.31,,
24365,08/14/2024 00:53:56,9.70,36.71,-4.38,,
24366,08/14/2024 00:58:56,9.46,37.42,-4.34,,
24367,08/14/2024 01:03:56,9.26,37.74,-4.40,,
24368,08/14/2024 01:08:56,9.11,38.04,-4.44,,
24369,08/14/2024 01:13:56,8.97,38.22,-4.50,,
24370,08/14/2024 01:18:56,8.82,38.14,-4.66,,
24371,08/14/2024 01:23:56,8.67,38.65,-4.62,,
24372,08/14/2024 01:28:56,8.66,38.58,-4.65,,
24373,08/14/2024 01:33:56,8.56,39.03,-4.59,,
24374,08/14/2024 01:38:56,8.66,38.49,-4.68,,
24375,08/14/2024 01:43:56,8.56,38.14,-4.89,,
24376,08/14/2024 01:48:56,8.29,39.41,-4.70,,
24377,08/14/2024 01:53:56,8.25,39.49,-4.71,,
24378,08/14/2024 01:58:56,7.69,40.59,-4.86,,
24379,08/14/2024 02:03:56,7.23,41.91,-4.84,,
24380,08/14/2024 02:08:56,7.05,43.10,-4.64,,
24381,08/14/2024 02:13:56,7.01,43.35,-4.60,,
24382,08/14/2024 02:18:56,6.78,43.66,-4.71,,
24383,08/14/2024 02:23:56,6.55,43.96,-4.83,,
24384,08/14/2024 02:28:56,6.44,44.88,-4.66,,
24385,08/14/2024 02:33:56,6.46,44.56,-4.74,,
24386,08/14/2024 02:38:56,6.30,44.42,-4.93,,
24387,08/14/2024 02:43:56,6.10,46.23,-4.58,,
24388,08/14/2024 02:48:56,6.35,46.50,-4.27,,
24389,08/14/2024 02:53:56,6.62,45.73,-4.24,,
24390,08/14/2024 02:58:56,6.65,45.00,-4.44,,
24391,08/14/2024 03:03:56,6.49,45.40,-4.46,,
24392,08/14/2024 03:08:56,6.34,45.48,-4.57,,
24393,08/14/2024 03:13:56,6.16,46.15,-4.55,,
24394,08/14/2024 03:18:56,6.05,46.41,-4.57,,
24395,08/14/2024 03:23:56,5.89,45.69,-4.93,,
24396,08/14/2024 03:28:56,5.34,46.25,-5.26,,
24397,08/14/2024 03:33:56,5.06,46.03,-5.59,,
24398,08/14/2024 03:38:56,4.94,47.07,-5.40,,
24399,08/14/2024 03:43:56,4.77,47.46,-5.45,,
24400,08/14/2024 03:48:56,4.53,47.90,-5.55,,
24401,08/14/2024 03:53:56,4.30,48.08,-5.72,,
24402,08/14/2024 03:58:56,4.08,48.00,-5.93,,
24403,08/14/2024 04:03:56,3.87,49.01,-5.86,,
24404,08/14/2024 04:08:56,3.70,49.87,-5.79,,
24405,08/14/2024 04:13:56,3.58,50.62,-5.71,,
24406,08/14/2024 04:18:56,3.58,50.95,-5.61,,
24407,08/14/2024 04:23:56,3.58,51.01,-5.60,,
24408,08/14/2024 04:28:56,3.52,51.01,-5.65,,
24409,08/14/2024 04:33:56,3.50,50.57,-5.79,,
24410,08/14/2024 04:38:56,3.41,50.65,-5.85,,
24411,08/14/2024 04:43:56,3.35,51.32,-5.74,,
24412,08/14/2024 04:48:56,3.28,51.64,-5.72,,
24413,08/14/2024 04:53:56,3.35,51.93,-5.58,,
24414,08/14/2024 04:58:56,3.52,51.98,-5.41,,
24415,08/14/2024 05:03:56,3.72,51.41,-5.37,,
24416,08/14/2024 05:08:56,3.94,50.55,-5.38,,
24417,08/14/2024 05:13:56,4.06,49.89,-5.45,,
24418,08/14/2024 05:18:56,4.23,49.92,-5.29,,
24419,08/14/2024 05:23:56,4.47,49.09,-5.28,,
24420,08/14/2024 05:28:56,4.51,48.64,-5.37,,
24421,08/14/2024 05:33:56,4.37,48.47,-5.55,,
24422,08/14/2024 05:38:56,4.16,48.23,-5.80,,
24423,08/14/2024 05:43:56,3.90,48.47,-5.97,,
24424,08/14/2024 05:48:56,3.66,49.00,-6.05,,
24425,08/14/2024 05:53:56,3.50,49.60,-6.04,,
24426,08/14/2024 05:58:56,3.35,50.23,-6.02,,
24427,08/14/2024 06:03:56,3.28,50.75,-5.95,,
24428,08/14/2024 06:08:56,3.30,51.12,-5.84,,
24429,08/14/2024 06:13:56,3.35,51.25,-5.75,,
24430,08/14/2024 06:18:56,3.48,51.15,-5.66,,
24431,08/14/2024 06:23:56,3.63,50.75,-5.62,,
24432,08/14/2024 06:28:56,3.83,50.31,-5.56,,
24433,08/14/2024 06:33:56,4.09,49.70,-5.47,,
24434,08/14/2024 06:38:56,4.42,49.17,-5.31,,
24435,08/14/2024 06:43:56,4.83,48.65,-5.07,,
24436,08/14/2024 06:48:56,5.34,47.79,-4.84,,
24437,08/14/2024 06:53:56,5.95,46.41,-4.66,,
24438,08/14/2024 06:58:56,6.62,45.10,-4.43,,
24439,08/14/2024 07:03:56,7.37,43.78,-4.14,,
24440,08/14/2024 07:08:56,8.17,42.36,-3.85,,
24441,08/14/2024 07:13:56,9.01,40.75,-3.61,,
24442,08/14/2024 07:18:56,9.87,39.38,-3.30,,
24443,08/14/2024 07:23:56,10.70,37.53,-3.19,,
24444,08/14/2024 07:28:56,11.51,36.16,-2.97,,
24445,08/14/2024 07:33:56,12.24,34.53,-2.94,,
24446,08/14/2024 07:38:56,12.87,33.97,-2.61,,
24447,08/14/2024 07:43:56,13.53,32.29,-2.71,,
24448,08/14/2024 07:48:56,14.25,32.11,-2.16,,
24449,08/14/2024 07:53:56,14.91,30.22,-2.40,,
24450,08/14/2024 07:58:56,15.39,30.07,-2.05,,
24451,08/14/2024 08:03:56,15.80,29.61,-1.90,,
24452,08/14/2024 08:08:56,16.17,29.43,-1.66,,
24453,08/14/2024 08:13:56,16.45,29.21,-1.52,,
24454,08/14/2024 08:18:56,16.67,28.44,-1.70,,
24455,08/14/2024 08:23:56,16.86,28.18,-1.66,,
24456,08/14/2024 08:28:56,17.11,27.79,-1.63,,
24457,08/14/2024 08:33:56,17.08,27.75,-1.68,,
24458,08/14/2024 08:38:56,17.15,28.05,-1.47,,
24459,08/14/2024 08:43:56,17.40,27.58,-1.49,,
24460,08/14/2024 08:48:56,17.80,27.67,-1.09,,
24461,08/14/2024 08:53:56,17.87,27.31,-1.21,,
24462,08/14/2024 08:58:56,17.97,27.60,-0.99,,
24463,08/14/2024 09:03:56,18.33,28.00,-0.48,,
24464,08/14/2024 09:08:56,18.68,28.68,0.15,,
24465,08/14/2024 09:13:56,18.64,28.17,-0.13,,
24466,08/14/2024 09:18:56,18.80,27.66,-0.24,,
24467,08/14/2024 09:23:56,19.04,27.85,0.05,,
24468,08/14/2024 09:28:56,19.55,26.63,-0.13,,
24469,08/14/2024 09:33:56,20.02,25.37,-0.39,,
24470,08/14/2024 09:38:56,20.29,24.32,-0.74,,
24471,08/14/2024 09:43:56,20.62,23.18,-1.12,,
24472,08/14/2024 09:48:56,20.90,22.74,-1.15,,
24473,08/14/2024 09:53:56,21.24,22.78,-0.84,,
24474,08/14/2024 09:58:56,21.49,22.66,-0.70,,
24475,08/14/2024 10:03:56,21.65,21.45,-1.32,,
24476,08/14/2024 10:08:56,21.59,21.91,-1.07,,
24477,08/14/2024 10:13:56,21.75,20.94,-1.56,,
24478,08/14/2024 10:18:56,21.98,21.29,-1.15,,
24479,08/14/2024 10:23:56,22.30,20.97,-1.08,,
24480,08/14/2024 10:28:56,22.51,20.84,-0.99,,
24481,08/14/2024 10:33:56,22.51,21.08,-0.84,,
24482,08/14/2024 10:38:56,22.74,20.11,-1.29,,
24483,08/14/2024 10:43:56,22.96,18.06,-2.56,,
24484,08/14/2024 10:48:56,23.08,17.77,-2.69,,
24485,08/14/2024 10:53:56,23.24,17.57,-2.71,,
24486,08/14/2024 10:58:56,23.43,17.22,-2.82,,
24487,08/14/2024 11:03:56,23.83,17.65,-2.17,,
24488,08/14/2024 11:08:56,24.27,16.76,-2.51,,
24489,08/14/2024 11:13:56,24.47,15.41,-3.48,,
24490,08/14/2024 11:18:56,24.63,14.20,-4.44,,
24491,08/14/2024 11:23:56,24.76,16.47,-2.35,,
24492,08/14/2024 11:28:56,24.90,17.64,-1.30,,
24493,08/14/2024 11:33:56,25.09,14.00,-4.26,,
24494,08/14/2024 11:38:56,25.00,14.49,-3.87,,
24495,08/14/2024 11:43:56,24.94,12.71,-5.65,,
24496,08/14/2024 11:48:56,25.35,12.04,-6.04,,
24497,08/14/2024 11:53:56,25.27,12.55,-5.56,,
24498,08/14/2024 11:58:56,25.90,12.33,-5.30,,
24499,08/14/2024 12:03:56,25.98,12.39,-5.18,,
24500,08/14/2024 12:08:56,26.08,12.37,-5.12,,
24501,08/14/2024 12:13:56,26.29,12.30,-5.03,,
24502,08/14/2024 12:18:56,26.45,12.20,-5.02,,
24503,08/14/2024 12:23:56,26.44,12.16,-5.06,,
24504,08/14/2024 12:28:56,26.62,11.84,-5.28,,
24505,08/14/2024 12:33:56,26.78,11.75,-5.25,,
24506,08/14/2024 12:38:56,27.18,12.00,-4.67,,
24507,08/14/2024 12:43:56,27.14,11.81,-4.91,,
24508,08/14/2024 12:48:56,27.19,11.68,-5.02,,
24509,08/14/2024 12:53:56,27.13,12.00,-4.71,,
24510,08/14/2024 12:58:56,27.03,12.10,-4.68,,
24511,08/14/2024 13:03:56,27.05,12.04,-4.72,,
24512,08/14/2024 13:08:56,27.24,11.67,-4.99,,
24513,08/14/2024 13:13:56,27.66,11.45,-4.92,,
24514,08/14/2024 13:18:56,27.59,11.32,-5.12,,
24515,08/14/2024 13:23:56,27.90,10.95,-5.32,,
24516,08/14/2024 13:28:56,28.05,10.86,-5.31,,
24517,08/14/2024 13:33:56,28.05,10.91,-5.26,,
24518,08/14/2024 13:38:56,28.13,10.85,-5.26,,
24519,08/14/2024 13:43:56,27.86,11.02,-5.27,,
24520,08/14/2024 13:48:56,28.01,11.04,-5.14,,
24521,08/14/2024 13:53:56,28.12,10.85,-5.28,,
24522,08/14/2024 13:58:56,28.48,10.76,-5.11,,
24523,08/14/2024 14:03:56,28.79,10.73,-4.91,,
24524,08/14/2024 14:08:56,28.75,10.60,-5.10,,
24525,08/14/2024 14:13:56,28.97,10.50,-5.05,,
24526,08/14/2024 14:18:56,28.52,10.25,-5.72,,
24527,08/14/2024 14:23:56,28.30,10.59,-5.45,,
24528,08/14/2024 14:28:56,28.85,10.44,-5.23,,
24529,08/14/2024 14:33:56,28.75,10.45,-5.29,,
24530,08/14/2024 14:38:56,28.90,10.31,-5.35,,
24531,08/14/2024 14:43:56,29.12,9.94,-5.67,,
24532,08/14/2024 14:48:56,29.24,9.99,-5.51,,
24533,08/14/2024 14:53:56,29.43,9.47,-6.06,,
24534,08/14/2024 14:58:56,28.93,9.83,-5.96,,
24535,08/14/2024 15:03:56,28.65,10.26,-5.61,,
24536,08/14/2024 15:08:56,29.07,9.89,-5.76,,
24537,08/14/2024 15:13:56,29.12,9.99,-5.59,,
24538,08/14/2024 15:18:56,29.22,9.99,-5.53,,
24539,08/14/2024 15:23:56,28.97,10.14,-5.52,,
24540,08/14/2024 15:28:56,28.74,10.45,-5.30,,
24541,08/14/2024 15:33:56,29.04,10.68,-4.78,,
24542,08/14/2024 15:38:56,29.16,10.32,-5.14,,
24543,08/14/2024 15:43:56,29.13,10.32,-5.16,,
24544,08/14/2024 15:48:56,29.11,9.92,-5.69,,
24545,08/14/2024 15:53:56,28.83,10.22,-5.51,,
24546,08/14/2024 15:58:56,28.67,10.30,-5.53,,
24547,08/14/2024 16:03:56,29.15,10.39,-5.06,,
24548,08/14/2024 16:08:56,29.29,10.31,-5.06,,
24549,08/14/2024 16:13:56,29.58,10.19,-4.99,,
24550,08/14/2024 16:18:56,29.42,10.30,-4.97,,
24551,08/14/2024 16:23:56,29.48,10.30,-4.93,,
24552,08/14/2024 16:28:56,29.71,10.22,-4.85,,
24553,08/14/2024 16:33:56,29.75,10.25,-4.78,,
24554,08/14/2024 16:38:56,29.76,10.42,-4.55,,
24555,08/14/2024 16:43:56,29.58,10.61,-4.46,,
24556,08/14/2024 16:48:56,29.66,10.78,-4.17,,
24557,08/14/2024 16:53:56,29.73,10.45,-4.53,,
24558,08/14/2024 16:58:56,29.67,10.20,-4.90,,
24559,08/14/2024 17:03:56,29.70,10.81,-4.11,,
24560,08/14/2024 17:08:56,29.71,11.08,-3.78,,
24561,08/14/2024 17:13:56,29.62,11.00,-3.93,,
24562,08/14/2024 17:18:56,29.41,11.46,-3.56,,
24563,08/14/2024 17:23:56,29.33,11.23,-3.89,,
24564,08/14/2024 17:28:56,29.19,11.41,-3.78,,
24565,08/14/2024 17:33:56,29.05,11.47,-3.83,,
24566,08/14/2024 17:38:56,28.74,12.16,-3.29,,
24567,08/14/2024 17:43:56,28.42,12.58,-3.08,,
24568,08/14/2024 17:48:56,28.38,12.66,-3.02,,
24569,08/14/2024 17:53:56,28.48,12.60,-3.01,,
24570,08/14/2024 17:58:56,28.37,12.93,-2.75,,
24571,08/14/2024 18:03:56,28.22,13.33,-2.46,,
24572,08/14/2024 18:08:56,28.05,15.03,-0.97,,
24573,08/14/2024 18:13:56,27.78,15.83,-0.46,,
24574,08/14/2024 18:18:56,27.69,17.42,0.78,,
24575,08/14/2024 18:23:56,27.64,16.98,0.39,,
24576,08/14/2024 18:28:56,27.42,17.65,0.74,,
24577,08/14/2024 18:33:56,27.25,17.65,0.61,,
24578,08/14/2024 18:38:56,27.03,17.56,0.36,,
24579,08/14/2024 18:43:56,26.83,18.32,0.78,,
24580,08/14/2024 18:48:56,26.58,18.89,1.00,,
24581,08/14/2024 18:53:56,26.33,19.11,0.96,,
24582,08/14/2024 18:58:56,26.19,19.58,1.18,,
24583,08/14/2024 19:03:56,25.98,20.01,1.32,,
24584,08/14/2024 19:08:56,25.73,19.76,0.93,,
24585,08/14/2024 19:13:56,25.45,19.79,0.72,,
24586,08/14/2024 19:18:56,25.01,20.07,0.55,,
24587,08/14/2024 19:23:56,24.62,20.53,0.54,,
24588,08/14/2024 19:28:56,24.33,21.16,0.72,,
24589,08/14/2024 19:33:56,23.99,21.10,0.41,,
24590,08/14/2024 19:38:56,23.67,21.45,0.37,,
24591,08/14/2024 19:43:56,23.34,21.70,0.25,,
24592,08/14/2024 19:48:56,22.98,21.95,0.11,,
24593,08/14/2024 19:53:56,22.61,22.67,0.25,,
24594,08/14/2024 19:58:56,22.35,23.07,0.27,,
24595,08/14/2024 20:03:56,22.04,23.44,0.22,,
24596,08/14/2024 20:08:56,21.81,23.74,0.21,,
24597,08/14/2024 20:13:56,21.56,23.86,0.07,,
24598,08/14/2024 20:18:56,21.16,24.55,0.13,,
24599,08/14/2024 20:23:56,20.92,24.69,0.00,,
24600,08/14/2024 20:28:56,20.52,24.85,-0.25,,
24601,08/14/2024 20:33:56,19.92,25.79,-0.25,,
24602,08/14/2024 20:38:56,19.80,26.25,-0.11,,
24603,08/14/2024 20:43:56,19.73,26.25,-0.16,,
24604,08/14/2024 20:48:56,19.47,26.35,-0.34,,
24605,08/14/2024 20:53:56,19.22,26.68,-0.38,,
24606,08/14/2024 20:58:56,19.01,26.80,-0.50,,
24607,08/14/2024 21:03:56,18.70,27.04,-0.64,,
24608,08/14/2024 21:08:56,18.46,27.79,-0.47,,
24609,08/14/2024 21:13:56,18.26,27.76,-0.65,,
24610,08/14/2024 21:18:56,17.82,28.85,-0.51,,
24611,08/14/2024 21:23:56,17.34,29.77,-0.49,,
24612,08/14/2024 21:28:56,17.07,29.83,-0.70,,
24613,08/14/2024 21:33:56,16.80,29.91,-0.90,,
24614,08/14/2024 21:38:56,16.54,30.07,-1.06,,
24615,08/14/2024 21:43:56,16.12,30.18,-1.37,,
24616,08/14/2024 21:48:56,15.39,30.99,-1.64,,
24617,08/14/2024 21:53:56,14.75,31.98,-1.78,,
24618,08/14/2024 21:58:56,14.13,33.36,-1.75,,
24619,08/14/2024 22:03:56,13.72,34.05,-1.83,,
24620,08/14/2024 22:08:56,13.33,34.58,-1.97,,
24621,08/14/2024 22:13:56,13.04,34.99,-2.06,,
24622,08/14/2024 22:18:56,12.83,35.47,-2.06,,
24623,08/14/2024 22:23:56,12.72,35.54,-2.13,,
24624,08/14/2024 22:28:56,12.48,35.76,-2.26,,
24625,08/14/2024 22:33:56,12.15,36.70,-2.20,,
24626,08/14/2024 22:38:56,12.21,37.27,-1.94,,
24627,08/14/2024 22:43:56,12.29,37.04,-1.96,,
24628,08/14/2024 22:48:56,12.37,37.52,-1.71,,
24629,08/14/2024 22:53:56,12.51,36.58,-1.92,,
24630,08/14/2024 22:58:56,12.74,36.04,-1.92,,
24631,08/14/2024 23:03:56,12.84,35.77,-1.94,,
24632,08/14/2024 23:08:56,12.66,34.66,-2.53,,
24633,08/14/2024 23:13:56,12.17,35.42,-2.67,,
